CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"150,187",CA0360075,Inland Regional Narcotic Enforcement Team (IRNET),"1,755",
"150,186",CA0349496,CA Dept of Justice,"19,016",
"150,186",CA0360075,Inland Regional Narcotics Enforcement Team,"223,343",
"150,186",CAEQ00281,Inland Crackdown Allied Task Force,,"40,859"
"150,184",CA0300045,Regional Narcotics Suppression Program,"867,571",
"150,183",CA0349496,CA Bureau of Narcotic Enforcement,"19,016",
"150,183",CAEQ00064,ALLIED RIVERSIDE COUNTY NARCOTICS ENFORCEMENT TEAM,,"236,077"
"150,183",CAEQ00281,Inland Crackdown Allied Task Force,,"40,859"
"150,181",CA0190036,Los Angeles County Sheriff's Department,"57,703",
"150,179",IAEQ00184,Johnson County Multi Agency Drug Task Force,"25,947",
"150,177",CA0349496,"Bureau of Narcotic Enforcement, DOJ","47,787","144,496"
"150,168",CA0349496,CA-California Division of Law Enforcement,"63,717","193,292"
"150,166",VAVSP0000,Virginia State Police,358,
"150,156",CA0560000,County of Ventura,"77,935",
"150,153",NC0940000,Washington County Sheriff,"5,673",
"150,135",MAICE0200,Homeland Security Investigations Boston (HSI),,"1,982"
"150,125",VTVSP0000,Vermont State Police Drug Task Force,795,
"150,116",CAEQ00064,ARCNET,,"118,039"
"150,113",CA0501800,City of Modesto Police Department,"5,000",
"150,103",CA019280X,L. A. IMPACT,"173,600",
"150,098",AZ0110000,PINAL COUNTY SHERIFFS OFFICE,,"5,687"
"150,096",CA0349496,Division of Law Enforcement - California DOJ,"11,638",
"150,096",CA0349496,Division of Law Enforcement - California DOJ,"4,646",
"150,096",CA0349496,Division of Law Enforcement - California DOJ,"1,932",
"150,096",CA0349496,Division of Law Enforecment - California DOJ,800,
"150,096",CAEQ00281,Inland Crackdown Allied Task Force,,"4,533"
"150,096",CAEQ00281,Inland Crackdown Allied Task Force,,"1,192"
"150,096",CAEQ00281,Inland Crackdown Allied Task Force,,"1,560"
"150,096",CAEQ00281,Inland Crackdown Allied Task Force,,"31,806"
"150,096",CAEQ00281,Inland Crackdown Allied Task Force,,"1,767"
"150,093",CA0192KOX,LA IMPACT,"938,483","2,820"
"150,093",CA0560000,VENTURA COUNTY SHERIFF'S OFFICE,"5,000",
"150,083",CA0192K0X,L.A. IMPACT - City of LaVerne,"35,788",
"150,082",MI8218200,FBI CHIEF Task Force,"119,618",
"150,080",CA0192KOX,L.A. IMPACT,"137,921",525
"150,074",CA0192KOX,LA IMPACT,"23,538",
"150,068",CA0192KOX,L.A. Impact,"35,788",
"150,067",VAVSP0000,Virginia Department of State Police,358,
"150,059",CA0431600,Sunnyvale Police Department,"15,213","73,479"
"150,040",OR0200000,"Lane County Sheriff (INET), Eugene, Oregon","6,000",
"150,037",NY030023A,District Attorney of New York County,98,"162,911"
"150,037",NY030043J,Special Narcotics Prosecution of NYC,"991,459","69,601"
"150,033",CA0192300,EL SEGUNDO POLICE DEPARTMENT,"15,000",
"150,033",CA0194400,MANHATTAN BEACH POLICE DEPARTMENT,,"15,000"
"150,031",CA0349496,California Department of Justice- BNE,800,
"150,031",CAEQ00281,INCA Task Force,,"40,859"
"149,999",CA0193800,LA Impact ? City of La Verne,"35,788",
"149,995",NY030023A,"DISTRICT ATTORNEY, NEW YORK COUNTY",,"162,911"
"149,994",CA0501800,Stanislaus County Drug Enforcement Agencey,"5,000",
"149,989",IA0310100,ICE,,"26,622"
"149,989",IA0310100,IRS,,"6,145"
"149,987",CA0190036,"Los Angeles County Sheriff CAL-MMET, Monterey Park, CA","70,812",
"149,987",CA0192KOX,"LAIMPACT COmmerce, CA","217,646",
"149,976",CA0192KOX,LA IMPACT,"53,813",
"149,974",IAEQ00184,Johnson County Drug Task Force,"25,947",
"149,963",NY030043J,"Office of the Special Narcotics, NYC, NY","698,826","57,046"
"149,927",CA0072900,Central Contra Costa County Narcotic Enforcement Team,"12,503",
"149,920",CA023013A,District Attorney's County-wide Asset Forfeiture Unit,"10,501",
"149,916",CA0509900,California Highway Patrol,"5,634",
"149,893",CA0501800,Stanislaus Drug Enforcement Agency,"18,167",
"149,866",WV0203600,Metro Drug Enforcement Network Team/Charleston PD,"18,850",
"149,859",CA0192K0X,LA Impact,"46,144",
"149,846",VA1220000,Richmond Police Department,"2,759",
"149,839",CA0501800,Stanislaus Drug Enforcement Agency,"5,000",
"149,837",CAEQ00281,INCA,,"61,213"
"149,836",CA0349496,California DOJ,"8,817",
"149,836",CA0470000,Siskiyou County Sheriff's Office,"9,523",
"149,836",CAICE3900,U. S. Customs and Immigration,,"43,196"
"149,831",UT0183900,Taylorsville Police Department,"8,002",
"149,828",CA0349496,"California Department of Justice, Division of Law Enforcement",449,
"149,828",CAEQ00315,Mountain and Valley Marijuana Investigation Team,"4,702","20,202"
"149,822",CA0300045,OC SHERIFF REGIONAL NARCOTICS SUPPRESSION PROGRAM,"2,820,160",
"149,800",NBINS0MT0,US Customs and Border Protection,,"57,369"
"149,797",CA0501800,SDEA,"14,351",
"149,791",KY0240600,PENNYRILE NARCOTICS TASK FORCE,,"1,395"
"149,776",AZ007013A,MARICOPA COUNTY ARIZONA,"16,239",
"149,772",CA0349496,California DOJ-Division of Law Enforcement,"11,111",
"149,756",VAVSP0000,VIRGINIA STATE POLICE,358,
"149,755",CT0005400,Glastonbury Police Department via Manchester,"54,371",
"149,751",CAEA00118,City of Palm Springs Narcotics Task Force,"21,674",
"149,739",CA0349496,"State of California, Department of Justice","6,646",
"149,739",CA0570700,Yolo County Narcotics Enforcement Team,"9,122","11,332"
"149,735",CA0349496,CA DOJ (reported on their FY12 report),"54,648",
"149,735",CA0349496,CA DOJ FY13,"2,401",
"149,735",CAEQ00281,INCA Task Force,,"122,576"
"149,711",IA0640000,Marshall County Sheriff's Office,"1,000",
"149,704",CA0192K0K,Los Angeles Metro Police Apprehension Team (LA-IMPACT),"315,072","2,889"
"149,704",CAEQ00281,Inland Crackdown Allied TF (INCA),,"8,109"
"149,683",CA0570700,Yolo County DA-YONET,"3,675","4,366"
"149,681",CA0192KOX,LA IMPACT,"24,588",
"149,681",CA0192KOX,LA IMPACT,"20,787",
"149,681",CA0192KOX,LA IMPACT,"23,888",
"149,681",CA0192KOX,LA IMPACT,"23,275",
"149,674",MI6338900,City of Farmington Hills,"111,617",
"149,672",CA0349496,CA DOJ - Division of Law Enforcement,"20,000",
"149,672",CA0349496,CA DOJ - Division of Law Enforcement,"4,769",
"149,668",GA0060000,Banks County Sheriff's Office,"127,278",
"149,664",CA0192KOX,"L.A. IMPACT, LA VERNE, CA","11,759",174
"149,662",CA0190036,LOS ANGELES COUNTY SHERIFF'S DEPARTMENT,"70,812",
"149,662",CA0192KOX,LOS ANGELES INTERAGENCY METROPOLITAN APPREHENSION TASK FORCE,"23,538",
"149,657",CA0192KOX,"LA IMPACT, Commerce, CA","30,783",174
"149,655",AZ007013A,Maricopa County Arizona Attorney Asset Recovery,"3,305",
"149,655",CA0340496,State of California Bureau of Investigation,"43,680",
"149,650",CA0501800,Stanislaus Drug Enforcement,"5,335",
"149,636",CA023013A,District Attorney's Countywide Asset Forfeiture Unit,"21,002",
"149,633",CO0038000,Front Range Task Force Federal Property Confiscation,"14,256",
"149,633",COIRS8400,US Internal Revenue Service,,"1,010,776"
"149,626",CA0190036,COUNTY OF LOS ANGELES,"70,812",
"149,626",CA0192KOX,"L. A. IMPACT, C/O CITY OF LA VERNE POLICE DEPT., CA 91720","75,836",
"149,624",CA0570310,Yolo County Narcotic Enforcement Team,"4,161","5,169"
"149,620",GA0560000,Fayette County Sheriffs Office,"27,015",
"149,593",VA111021A,Peninsula Association of Commonwealth's Attorneys,"1,178",
"149,576",CA023013A,District Attorney's County Wide Asset Forfeiture Unit,"10,501",
"149,564",MDMSP2600,Carroll County Drug Task Force,"8,875",
"149,555",MO0950000,St. Louis County Poice Department,"1,077",
"149,535",ND0090000,"Cass County, Fargo, ND","2,089",
"149,532",GA060025G,State Board of Pardons and Paroles,"140,400",
"149,532",GA1410000,Troup County Sheriff's Office,"444,854","63,756"
"149,517",NYDEA0900,Westchester County DEA/Narcotics Task Force,"133,330",
"149,514",CA0480080,Solano County Narcotics Enforcement Team,"18,665",
"149,505",WY0110400,Wyoming Division Of Criminal Investigation,508,
"149,504",CA043013A,County of Santa Clara Office of the District Attorney,,"10,000"
"149,500",NMUSMS000,US Marshals Service,"6,350",
"149,499",FLEQ00213,South Florida Money Laundering Strike Force,"56,938","4,932"
"149,486",IL0842500,Illinois State Police,,"13,288"
"149,478",CT0004900,Enfield Police Department,"2,768",
"149,461",COEQ00065,Front Range Task Force,"7,128",
"149,459",OHCLPD056,Cleveland Police Department,"56,000",
"149,458",GAGSP0100,Georgia State Patrol- Spalding County,"4,098",
"149,455",CA0501800,STANISLAUS COUNTY DRUG ENFORCEMENT AGENCY,"16,353",
"149,442",VA111021A,Peninsula Association of Commonwealth's Attorney,"1,178",
"149,424",CA0192KOX,LA IMPACT,"35,788",
"149,421",CA0192K0X,LA IMPACT,"73,810","12,037"
"149,412",CA0560000,"Ventura County Sheriff's Dept. & Combined Task Force 800 S. Victoria Ave. Ventura, CA 93009","149,225","3,934"
"149,405",VA111021A,Peninsula Association of Commonwealth Attorneys,"1,480",
"149,388",CA0192KOX,L.A. IMPACT,"35,788",
"149,385",CA0331100,Palm Springs P.D.,"25,000",
"149,385",CA0349496,California DOJ - Regional Law Enforcement,"24,741",
"149,385",CA0360075,Inland Regional Narcotics Enforcement Team (IRNET),"260,849",
"149,385",CAEQ00064,ARCNET,,"118,039"
"149,385",CAEQ00102,WCNTF (City of Riverside),"12,000",
"149,372",VA100011A,"Commonwealth's Attorney - City of Bristol, VA","20,799",
"149,361",CA0190036,Los Angeles County Sheriff's Office,"34,109",
"149,326",MT0560100,City of Billings,"64,061",
"149,324",CA0360700,City of Ontario,"18,590",863
"149,306",CA0072900,Contra Costa County Narcotics Enforcement Team,"12,503",
"149,296",CA0310800,Placer Law Enforcement Agencies Special Investigation Unit,"15,000",
"149,283",CA023013A,District Attorney County Wide Asset Forfeiture Unit,"10,501",
"149,280",CA0010500,FREMONT POLICE DEPARTMENT,"21,286",
"149,272",CA0192K0X,Los Angeles Interagency Metropolitan Police Apprel,"43,991",258
"149,257",GAGSP0000,Georgia Department of Public Safety,597,
"149,257",GAGSP0000,Georgia Department of Public Safety,"4,637",
"149,251",CA0540000,"Tulare County Sheriff's Office, Visalia, CA","5,349",
"149,246",CA0360700,Ontario Police Department,"66,795",
"149,244",RIRSP0000,Drug Enforcement Agency,,"35,742"
"149,242",FL0060000,"Broward County Sheriff's Department, Ft. Lauderdale, FL",989,"14,471"
"149,220",KY0100400,FIVCO/FADE TASK FORCE,"6,953",
"149,217",KY0100400,FIVCO/FADE Task Force,"5,844",
"149,200",VAVSP0000,VIRGINIA STATE POLICE,"59,843",
"149,186",CA0360000,San Bernardino County Sheriff,"708,465",
"149,165",CA0560000,Ventura County Comb. Agency Task Force (Ventura Sheriff),"74,613",
"149,145",MD0130000,Harford County Sheriff's Office,"10,000",
"149,144",MD0130000,Harford County Sheriff's Office,"6,600",
"149,108",CA0310800,"Placer Law EnforcementAgencies Special Investigation Unit, Rocklin, CA","30,000",
"149,108",CAEQ00315,"Mountain and Valley Marijuana Investigation Team (MAVMIT), Central Valley HIDTA","4,702","20,202"
"149,092",MD0130000,Harford County Sheriff's Office,"6,600",
"149,078",CA01900W9,LA SHERIFF'S OFFICE,"11,718",
"149,073",WIQNGCD26,Wisconsin National Guard - Counter Drug Program (body wires),"5,000",
"149,073",WIQNGCD26,Wisconsin National Guard - DEA National Takeback,"20,000",
"149,068",VA1220000,Richmond Police Department,"10,196",
"149,046",CA0450000,Shasta County Sheriff's Office,"71,915",
"149,042",MI8218200,"CHIEFS Agencies/ Wayne Co. Sheriff, Detroit, MI  48226","244,931",
"149,034",CA0192KOX,L.A. Impact,"47,163",
"149,019",CA0210400,Twin Cities Police Authority,"6,072",
"148,974",ARASP00ES,ASP/SPECIAL STATE ASSET FORFEITURE FUND,"111,953",
"148,972",VA0380000,Grayson Co. Sheriff's Office,523,
"148,938",MI4114100,KENT COUNTY SHERIFF's DEPARTMENT,"15,373",
"148,934",NY0590000,Westchester County DEA Task Force,"33,334","29,932"
"148,911",NY043013A,ROCKLAND COUNTY DISTRICT ATTORNEY OFFICE,"62,669",
"148,892",KY0240600,Pennyrile Narcotics Task Force,,"1,395"
"148,879",CA0192KOX,LA IMPACT,"56,947",218
"148,877",CA0190800,Los Angeles County Sheriff's Department,"3,650",
"148,874",CA0190036,"Los Angeles County Sheriff's Dept., Norwalk Station","60,000",
"148,856",NCICE03T7,Homeland Security Investigations,,"109,967"
"148,843",IAEQ00184,Johnson County Multi Agency Drug Task force,"25,947",
"148,838",AKAST0100,STATE OF ALASKA,400,700
"148,837",GA1020000,"Monroe County, GA Sheriff's Office","2,424",
"148,837",GA1020100,"Forsyth, GA Police Department","2,424",
"148,833",AZ0080100,Kingman Police Department,"36,756",
"148,808",CA0300045,Orange County Regional Narcotics Suppression Program,"174,367",
"148,768",CA0360075,Inland Regional Narcotics Enforcement Team/IRNET,"8,375",
"148,768",CA0360700,Ontario Police Department,"13,543",863
"148,768",CA0365500,San Bernardino County WESTEND Narcotics Enforcement Team,"36,908",
"148,765",CA0300045,Regional Narcotics Suppression Program,"33,088",
"148,759",CA0450000,Shasta County Sheriff's Office,"143,829",
"148,758",CA0349496,California Department of Justice,"168,938",
"148,758",CA0365500,San Bernardino West End Narcotic Enforcement Team,"19,621",
"148,744",AKAST0100,"State of Alaska DPS, State Troopers",400,700
"148,743",NYDEA0900,DEA/Westchester County Narcotics Task Force,"66,668",
"148,742",NYDEA0900,DEA/Westchester County Narcotics Task Force,"105,761",
"148,711",CA0300045,Orange County Sheriff's Department,"169,966",
"148,689",AZ0110000,Pinal County Sheriff's Office,,"5,687"
"148,684",GAGSP0000,Georgia Department of Public Safety,"2,013",
"148,675",MO0950000,St. Louis County Drug Task Force,"17,734",
"148,670",CA0488008,Solano County Narcotic Enforcement Team,922,"30,000"
"148,643",CA0501800,Stanislaus Drug Enforcement Agency,"5,000",
"148,595",CA0349496,Division of Law Enforcement CA-DOJ,449,
"148,595",CAEQ00315,MAVMIT,"4,702","20,202"
"148,575",CA0300045,Regional Narcotics Suppression Program,"22,951",
"148,559",CA0490000,Sonoma County Sheriff's Office,"31,700",
"148,552",CA0072900,Central Contra Costa County Narcotic Enforcement Team,"8,503",
"148,544",VA100011A,"Commonwealth's Attorney -- City of Bristol, VA","58,840",
"148,529",CA0072900,Central Contra Costa County Narcotic Enforcement Team,"8,503",
"148,521",IL0571600,Task Force 6,"2,800",
"148,503",NY043013A,Rockland County District Attorneys Office,"7,174",
"148,503",NY043013G,Rockland County Department of Probation,"6,280",
"148,485",NC0740000,"Division of Homeland Securities, Customs & Boarder Protection",,"2,063"
"148,468",FL0480010,Metropolitan Bureau of Investigation,"2,362","4,171"
"148,448",TX0920400,City Of Kilgore,"22,838",
"148,446",NC0420200,U.S. Custom and Border Protection,,"2,218"
"148,437",IAEQ00184,Johnson County Multi Agency Drug Task Force,"25,947",
"148,374",AZ0110000,Pinal County Sheriffs Office,,"5,687"
"148,348",OH0250000,Franklin County Sheriff's Office,"15,466",
"148,311",CA0300000,Orange County Sheriff Department,"67,439",
"148,303",GA1070000,NEWTON COUNTY SHERIFF'S OFFICE,"12,088",
"148,303",GA1550200,TUNNEL HILL POLICE DEPARTMENT,,"10,305"
"148,285",CA0401500,San Luis Obispo Narc TF,"2,682",
"148,284",CA0450000,Shasta County Sheriff's Office,"71,915",
"148,268",OR0090000,Deschutes County Sheriff's Office,"53,079",
"148,259",TN0490600,25th Judicial Drug Task Force,"21,945",
"148,258",VTVSP0000,Vermont State Police,733,
"148,255",MO0950000,St. Louis County Police Department Drug Taskforce,"17,734",
"148,235",CA0360075,San Bernardino County Sheriff's Dept - IRNET,"253,263",
"148,228",MI6397507,Macomb County COMET,"1,454",
"148,212",CA0349496,California Department of Justice Division of Law Enforcement,,"113,425"
"148,202",CA0072800,Contra Costa County Narcotic Enforcement Team,"12,503",
"148,198",VAVSP0000,Virginia State Police,"59,843",
"148,179",NY051013A,SUFFOLK COUNTY DISTRICT ATTORNEY,"13,698",
"148,167",CA0192KOX,LA IMPACT,"18,346",174
"148,167",CA0360000,SAN BERNANDINO SHERIFF,"9,698",
"148,167",CASS40300,USSS,,"68,496"
"148,167",DCICE0000,IMMIGRATION CUSTOMS ENFORCEMENT,,"63,775"
"148,154",VAVSP0000,Virginia State Police,358,
"148,100",MDMSP2600,Carroll County Drug Task Force,"3,500",
"148,066",IA0772200,Mid Iowa Narcotics Enforcement Task Force,"15,000",
"148,041",MI8218200,Wayne County Sheriff Department,"143,409",
"148,032",NV0160000,Regional Street Enforcement Team,"15,141",
"147,998",AKAST0100,Alaska State Troopers,294,
"147,971",TN0792000,WEST TN DRUG TASK FORCE,"4,078",
"147,962",FL0010000,Alachua County Sheriff's Office,"14,384",
"147,942",MOSS21300,US MARSHALS,"3,798",
"147,942",MOSS21300,US MARSHALS,309,
"147,917",VTVSP0000,Department of Public Safety,996,
"147,882",CA0349496,California Department of Justice,"45,879",
"147,879",NY059013A,Westchester County District Attorney's Office,"3,478",
"147,879",NYDEA0900,DEA / Westchester County Narcotics Task Force,"50,001",
"147,878",NY059013A,Westchester County District Attorney's Office,"17,313",
"147,878",NYDEA0900,DEA / Westchester County Narcotics Task Force,"108,670",
"147,877",NY059013A,Westchester County District Attorney's Office,"14,244",
"147,877",NYDEA0900,DEA / Westchester County Narcotics Task Force,"58,679",
"147,876",NYDEA0900,DEA / Westchester County Narcotics Task Force,"34,066",
"147,875",NYDEA0900,DEA / Westchester County Narcotics Task Force,"85,767",
"147,869",NY030023A,"DISTRICT ATTORNEY, NEW YORK COUNTY",98,"162,911"
"147,869",NY030043J,OFFICE OF SPECIAL NARCOTICS,"801,370","56,258"
"147,842",MA0094700,Suburban Middlesex County Drug Task Force,"2,125",
"147,820",MO0950000,St. Louis County Drug Task Force,"17,735",
"147,787",AKAST0100,Alaska State Troopers,"2,353",
"147,768",MI4114100,Kent Area Narcotics Enforcement Team/Kent County Sheriff's Dept,"15,372",
"147,765",CA0570310,YONET,"9,331",
"147,734",VTVSP0000,VT Dept of Public Safety/VT Drug Task Force,"1,736",
"147,720",VAVSP0300,Virginia State Police,358,
"147,684",KY0100400,FADE Task Force,"12,169",
"147,659",GAGSP0000,Georgia State Patrol,"2,624",
"147,635",GAGBI0310,South Georgia Drug Task Force,"1,738",
"147,626",ARASP0000,Arkansas State Police,"2,500",
"147,587",IA0640000,Marshall County Sheriff's Office,"1,000",
