CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"143,111",MO0810100,"Rolla Police Department, Rolla, Missouri","45,000",
"143,083",NY0357400,Town of Montgomery Police Department,"5,000",
"143,073",MO0500000,Jefferson County Sheriff Office,"2,717",
"143,073",MO0500300,Festus Police Dept.,"2,363",
"143,073",MO0920100,O'Fallon Police Dept.,"80,965",
"143,073",MO0920400,St. Peters Police Dept.,"92,974",
"143,073",MO0950000,St. Louis County Police Dept.,"91,028",
"143,073",MO0951400,Clayton Police Dept,"72,894",
"143,073",MO0953800,Hazelwood Police Dept,"90,137",
"143,073",MO0954400,Ladue Police Dept,"83,555",
"143,073",MO0959A00,Chesterfield Police Dept,"71,530",
"143,065",OH0710100,Chillicothe Police,"3,461",
"143,065",OH071013A,Ross County Prosecutors Office,"3,461",
"142,770",IL0600000,Madison Co. Sheriff's Dept (Cellebrite/software/hardware equipment),"6,933",
"142,770",IL0600100,Alton Police Department (Cellebrite/software/hardware equipment),"4,096",
"142,770",IL0600500,Edwardsville Police Dept (Cellebrite/software/hardware equipment),"3,033",
"142,770",IL0601600,Wood River Police Dept (Cellebrite/software/hardware equipment),"4,569",
"142,770",IL0842500,Illinois State Police (interdiction expenses),"4,252",
"142,616",IL099013A,Will County State's Attorney Office,"21,652",
"142,341",MI6397597,Oakland County Narcotics Enforcement Team,"104,883",
"142,340",MI6397597,Oakland County Sheriff's Office,"113,636","12,364"
"142,329",TX2201600,City of Hurst,"3,366",
"142,319",TX1840000,PARKER COUNTY SHERIFF'S DEPARTMENT,"81,666",
"142,319",TX1840100,WEATHERFORD POLICE DEPARTMENT,"81,666",
"142,319",TX2200100,ARLINGTON POLICE DEPARTMENT,"81,666",
"142,319",TX220015A,TARRANT COUNTY DISTRICT ATTORNEY'S OFFICE,"81,666",
"142,319",TX2201200,FORT WORTH POLICE DEPARTMENT,"406,044",
"142,319",TX2202100,NORTH RICHLAND HILLS POLICE DEPARTMENT,"81,666",
"142,200",FL0220005,Glades County Sheriff's Office,"654,220",
"142,194",FL0480000,Orange County Sheriff's Office,"50,022","81,901"
"142,194",FL0480100,Apopka Police Department,"3,021","6,059"
"142,194",FL048015A,State Attorney's Office 9th Judicial Circuit,"10,865","20,195"
"142,194",FL0480300,Ocoee Police Department,"3,021","6,059"
"142,194",FL0480400,Orlando Police Department,"33,794","55,330"
"142,194",FL0480500,Winter Garden Police Department,348,420
"142,194",FL0480600,Winter Park Police Department,"3,021","6,059"
"142,194",FL0481100,Florida Department of Law Enforcement,"6,445","11,091"
"142,194",FL0481400,University of Central Florida Police Department,"3,021","6,059"
"142,194",FL0490000,Osceola County Sheriff's Office,"3,009","6,059"
"142,185",GA0280000,CHEROKEE COUNTY SHERIFF'S OFFICE,"2,500",
"142,163",FL0220200,Glades County Police Department,"5,000",
"142,163",FLEQ00213,South Florida Money Laundering Strike Force,"46,235",
"142,162",FL0060400,Hallandale Beach Police Department,"35,008",
"142,162",FL0060800,City of Pembroke Pines Police Department,"8,164",
"142,162",FL0061200,Town of Davie Police Department,"35,008",
"142,162",FL0130100,City of Bal Harbour Police Department,"11,382",
"142,162",FL013015A,State Attorney's Office Eleventh Judicial Circuit,"100,641",
"142,162",FL0130200,City of Coral Gables Police Department,"105,023",
"142,162",FL0130400,City of Hialeah Police Department,"70,016",
"142,162",FL0130600,City of Miami Police Department,"180,225",
"142,162",FL0130700,City of Miami Beach Police Department,"140,031",
"142,162",FL0130800,City of Miami Shores Police Department,"35,008",
"142,162",FL0131100,City of Doral Police Department,"35,008",
"142,162",FL0131300,City of Fort Lauderdale Police Department,"70,016",
"142,162",FL0131300,Town of Surfside Police Department,"35,008",
"142,162",FL0131800,City of North Miami Police Department,"61,852",
"142,162",FL0132400,City of Golden Beach Police Department,"35,008",
"142,162",FL0132500,Indian Creek Village,"14,911",
"142,162",FL0139100,City of Aventura Police Department,"24,373",
"142,162",FL0139700,City of Miami Gardens Police Department,"8,164",
"142,134",TX1011700,City of Seabrook,"115,827",
"142,117",MO0400000,"Grundy County, Missouri Sheriff's Department","32,422",
"142,042",FL0060100,"City of Coconut Creek Police Dept. 4800 West Copans Road, Coconut Creek, FL 33063","11,188",
"142,042",FL0060300,"City of Fort Lauderdale Police Dept. 1300 West Broward Blvd., Ft. Lauderdale, FL 33312","22,377",
"142,042",FL0060500,"City of Hollywood Police Dept. 3250 Hollywood Blvd., Hollywood, FL 33021-6967","11,188",
"142,042",FL0060600,"City of Plantation Police Dept. 451 NW 70 Terrace, Plantation, FL 33317","11,188",
"142,042",FL0060800,"City of Pembroke Pines Police Dept. 9500 Pines Blvd., Pembroke Pines, FL 33024","11,188",
"142,042",FL0061200,"Town of Davie Police Dept. 1230 South Nob Hill Road, Davie, FL 33324","11,188",
"142,042",FL0061800,"City of Lauderhill Police Dept. 6279 West Oakland Park Blvd., Lauderhill, FL 33313","11,188",
"142,042",FL0062800,"City of Coral Springs Police Dept. 2801 Coral Springs Drive, Coral Springs, FL 33065","11,188",
"142,032",MA0090200,ARLINGTON POLICE DEPARTMENT,"2,125",
"142,032",MA0090700,BELMONT POLICE DEPARTMENT,"2,125",
"142,032",MA0092300,LEXINGTON POLICE DEPARTMENT,"2,125",
"142,032",MA0092400,LINCOLN POLICE DEPARTMENT,"1,062",
"142,032",MA0093378,NEWTON POLICE DEPARTMENT,"6,375",
"142,032",MA0094700,WALTHAM POLICE DEPARTMENT,"6,611",
"142,032",MA0095100,WESTON POLICE DEPARTMENT,"1,062",
"142,032",MA0099480,WATERTOWN POLICE DEPARTMENT,"2,125",
"141,976",FL0370100,FLORIDA DEPARTMENT OF LAW ENFORCEMENT,638,
"141,976",FL0420100,OCALA POLICE DEPARTMENT,638,
"141,972",FL0060000,BROWARD SHERIFF'S OFFICE,"39,813",
"141,967",TX2201200,Fort Worth Police Department,"42,103",
"141,967",TXDPD0000,Dallas Police Department,"21,059",
"141,956",MI5015000,Macomb County Sheriff Department,"60,000",
"141,956",MI5071300,Roseville Police Department,"20,000",
"141,956",MI5072200,St. Clair Shores Police Department,"20,000",
"141,956",MI5090200,Chesterfield Police Department,"45,000",
"141,956",MI8245800,Harper Woods Police Department,"20,000",
"141,924",FL0060042,City of West Park,"87,862","7,772"
"141,924",FL0060100,City of Dania Beach,"9,609",
"141,924",FL0060200,City of Deerfield Beach,"146,437","19,386"
"141,924",FL0060300,City of Fort Lauderdale,"193,397","21,396"
"141,924",FL0060400,City of Hallandale,"149,566","19,386"
"141,924",FL0060500,City of Hollywood,"193,696","21,396"
"141,924",FL0060700,City of Pompano Beach,"6,002","6,362"
"141,924",FL0060800,City of Pembroke Pines,"146,437","19,386"
"141,924",FL0060900,City of Wilton Manors,"35,014",
"141,924",FL0061000,City of Cooper City,"146,437","19,386"
"141,924",FL0061100,City of Coconut Creek,"134,730",
"141,924",FL0061800,City of Lauderhill,"35,014",
"141,924",FL0062200,City of Miramar,"181,451","19,386"
"141,924",FL0062400,City of Oakland Park,"146,437","19,386"
"141,924",FL0062700,City of Sunrise,"35,014",
"141,924",FL0062800,City of Coral Springs,"360,515","21,396"
"141,924",FL0063000,Town of Pembroke Park,"58,575","5,252"
"141,924",FL0063100,City of Tamarac,"6,002","6,362"
"141,924",FL0063400,Seminole Police Department,"44,334",
"141,924",FL0068800,City of Weston,"146,437","19,386"
"141,924",FL0069900,Board of County Commissioners - Port Everglades,"139,682","10,282"
"141,924",FL0370100,Florida Department of Law Enforcement,"35,014",
"141,924",FL0371901,Florida Department of Financial Services - Division of Insurance Fraud,0,"10,283"
"141,924",FL0379001,Department of Highway Safety and Motor Vehicles,"35,014",
"141,924",PAAMX0200,Amtrak Police Department,"45,353","2,009"
"141,912",TX0570000,"Dallas County Sheriff's Office, Dallas, TX","12,240",
"141,912",TX057015A,"Dallas County District Attorney, Dallas, TX","12,240",
"141,912",TX0570700,"Coppell Police Department, Coppell, TX","24,510",
"141,912",TX0571500,"Irving Police Department, Irving, TX","12,240",
"141,912",TX0572000,"Richardson Police Department, Richardson, TX","12,240",
"141,912",TX0700000,"Ellis County Sheriff's Office, Waxahachie, TX","12,240",
"141,912",TX0701000,"Waxahachie Police Department, Waxahachie, TX","12,240",
"141,912",TXDPD0000,"Dallas Police Department, Dallas, TX","61,210",
"141,912",TXSS30300,"Secret Service, Dallas, TX","12,240",
"141,897",FL0590100,Altamonte Springs Police Department,"3,126",
"141,897",FL0590200,Casselberry Police Department,"3,126",
"141,897",FL0590300,Longwood Police Deaprtment,"3,126",
"141,897",FL0590400,Oviedo Police Department,"3,126",
"141,897",FL0590500,Sanford Police Department,"3,126",
"141,897",FL0590600,Winter Springs Police Department,"3,126",
"141,897",FL0590700,Lake Mary Police Department,"3,126",
"141,862",AL0050800,City of Daphne,"10,000",
"141,860",TX0570000,Dallas County Sheriff,"29,994",
"141,810",TX1810100,BRIDGE CITY POLICE DEPARTMENT,0,"2,339"
"141,810",TX1810200,ORANGE POLICE DEPARTMENT,0,"2,339"
"141,810",TX1810300,PINEHURST POLICE DEPARTMENT,0,"2,339"
"141,810",TX1810400,VIDOR POLICE DEPARTMENT,0,"2,339"
"141,810",TX1810500,WEST ORANGE POLICE DEPARTMENT,0,"2,339"
"141,795",FL0010100,City of Gainesville Police Department,"126,984",
"141,795",FL0010600,University of Florida Police Department,"9,395",
"141,795",FL0379001,Florida Highway Patrol,"51,399",
"141,766",TX0571500,Irving Police Department,"17,895","2,195"
"141,766",TX0572400,University Park Police Department,"2,888",203
"141,766",TX2200000,Tarrant County Sheriff's Department,"35,693","4,377"
"141,766",TX2201200,Fort Worth Police Department,"7,448","1,942"
"141,766",TX2203200,City of Southlake Department of Public Safety,"14,914",606
"141,766",TXDPD0000,Dallas Police Department,"17,856","2,192"
"141,766",TXDPS4600,Texas Department of Public Safety Narcotics Services,0,580
"141,766",TXQNGCD13,Texas Joint Counterdrug Task Force,"40,837","3,375"
"141,750",FL0380200,CHIEFLAND POLICE DEPARTMENT,"13,998",
"141,690",TX0153700,City of San Antonio International Airport Police Department,"5,225",
"141,660",GA0671700,Georgia Gwinnett College Police,"100,000",
"141,649",NY052013A,Sullivan County District Attorney,"3,968",
"141,633",AL0050000,Baldwin County Sheriff's Office,"47,368",
"141,581",FL0520300,Clearwater Police Department,"19,764","14,842"
"141,581",FL0520500,Gulfport Police Department,"19,764","14,842"
"141,581",FL0520800,Largo Police Department,"19,764","14,842"
"141,581",FL0521400,St Petersburg Police Department,"19,764","14,842"
"141,581",FL0521800,Tarpon Springs Police Department,"19,764","14,842"
"141,581",FL5100000,Pasco County Sheriff's Office,"19,764","14,842"
"141,486",FL0060000,Broward County Sheriff's Office,"254,542","10,000"
"141,486",FL0061800,Lauderhill Police Department,"16,799",
"141,486",FL0130000,Miami-Dade Police Department,"16,799",
"141,486",FL0130800,Miami Shores Police Department,"90,000",
"141,486",FL0132000,Village of Virginia Gardens Police Department,"130,000",
"141,486",FL0132700,Town of Medley Police Department,"160,000",
"141,486",FL0135100,Sunny Isles Beach Police Department,"16,689",
"141,343",TX123015A,Jefferson County District Attorney,"24,233",
"141,343",TX1230500,Nederland Police Department,"22,764",
"141,343",TX1230800,Port Neches Police Department,"22,764",
"141,265",FL0480300,"Ocoee PD, Ocoee, FL",0,964
"141,265",FL0480500,"Winter Garden PD, Winter Garden, FL",0,964
"141,234",TX2120000,Smith County Sheriff,0,"2,740"
"141,234",TX2120400,Tyler PD,0,"4,338"
"141,234",TXDPS4600,DPS,0,"20,042"
"141,218",CA0190009,City of West Hollywood,403,
"141,218",CA0191500,City of Compton,"2,010",
"141,218",CA0191800,Culver City,"66,693",
"141,218",CA0192500,City of Glendale,"66,693",
"141,218",CA0192600,City of Glendora,"66,693",
"141,218",CA0193800,City of La Verne,"66,693",
"141,218",CA0194300,City of Lynwood,"25,843",
"141,218",CA0194900,City of Norwalk,"9,069",
"141,218",CA0195200,City of Paramount,"24,588",
"141,218",CA0196800,City of El. Monte,"6,464",
"141,218",CA034025Y,Franchise Tax Board,792,
"141,218",CA0349496,State of California,"68,505",
"141,218",CA0349965,California Highway Patrol,"9,617",
"141,218",CA0360400,City of Fontana,"20,740",
"141,218",CAEQ01920,City of Lancaster,"30,107",
"141,218",CAEQ01930,City of Hawaiian Gardena,"10,065",
"141,218",CAEQ01940,City of Santa Clarita,"6,977",
"141,149",KY0240600,Pennyrile Narcotics Task Force,"1,470",
"141,101",TX0920000,"Gregg County Sheriff Department, Longview, TX","36,151",
"141,101",TX2010100,"Henderson Police Department, Henderson, TX","36,151",
"141,101",TX2120000,"Smith County Sheriff Department, Tyler, TX","36,151",
"141,101",TX2120400,"Tyler Police Department, Tyler, TX","36,151",
"141,101",TX2300000,"Upshur County Sheriff Department, Gilmer, TX","36,151",
"141,066",IA066013A,Mitchell County Attorney,263,
"141,066",IA077015A,Iowa Attorney General,100,
"140,985",FL03701K1,Florida Department of Law Enforcement,"4,902",
"140,985",FL0640100,Daytona Beach Police Department,"4,412",
"140,985",FL0640200,DeLand Police Department,"4,412",
"140,985",FL0640300,New Smyrna Beach Police Department,"4,412",
"140,985",FL0640500,Daytona Beach Shores Police Department,"4,412",
"140,985",FL0641200,Port Orange Police Department,"4,412",
"140,937",IA048013A,"Iowa County Attorney's Office, Des Moines, Iowa",42,
"140,937",IA077015A,"Iowa Department of Justice, Des Moines, Iowa",42,
"140,895",WI0370000,Marathon County Sheriff's Department,"15,200",
"140,895",WI0410300,Dane County Narcotics And Gang Task Force,"3,500",
"140,895",WI0520200,Racine Police Department,"4,599",
"140,895",WI0600000,Sheboygan County Sheriff Dept.,"6,400",
"140,895",WI0600000,Sheboygan County Sheriff Dept.,660,
"140,895",WI0710011,Lake Winnebago Area Meg-Drug Unit,"6,400",
"140,895",WI0710011,Lake Winnebago Area Meg-Drug Unit,"9,584",
"140,895",WI0710011,Lake Winnebago Area Meg-Drug Unit,"5,950",
"140,895",WIDCI0000,Wisconsin Department Of Justice,"2,400",
"140,895",WIEQ00078,Brown County Sheriff Drug Task Force,"6,400",
"140,671",NC0410000,Guilford County Sheriff Department,"10,000",
"140,440",IL0461700,Kankakee Area Metropolitan Enforcement Group,0,"13,288"
"140,374",CA0560001,Thousand Oaks Police Department,"335,041","132,509"
"140,374",CA056023A,Ventura County District Attorney,"73,918",0
"140,374",CA0560400,Oxnard Police Department,"211,795",0
"140,374",CA0560900,Simi Valley Police Department,"35,557",0
"140,374",CA1900360,Los Angeles Sheriff's Department,"5,000",0
"140,374",FL0520000,Pinellas County Sheriff's Office,"86,000",0
"140,372",TX0920400,City of Kilgore Police Department,"85,978",
"140,346",AZ0071300,City of Glendale Police Department,"120,000",0
"140,255",CT0011900,Rocky Hill Police Department,"1,793",
"140,175",CA0230000,Mendocino County Sheriff's Department,"26,692",
"140,175",CA0230100,Fort Bragg Police Department,"13,346",
"140,175",CA023013A,District Attorney's Countywide Asset Forfeiture Unit,"13,346",
"140,175",CA0230300,Ukiah Police Department,"13,346",
"140,175",CA0234040,Willits Police Department,"13,346",
"140,175",CA0349965,Department of California Highway Patrol,"13,346",
"139,952",LA053015A,TANGIPAHOA PARISH DISTRICT ATTORNEY,"20,000",
"139,913",CA0360200,"Chino Police Department 13250 Central Ave, Chino CA 91710","7,145",0
"139,913",CA0360500,"Montclair Police Department 4870 Arrow Hwy, Montclair CA 91763","7,145",0
"139,913",CA0361100,"Upland Police Department 1499 W. 13th St., Upland, CA 91786","113,012",0
"139,893",IN0220000,Floyd County Sheriff's Department,"10,471",
"139,893",IN0310000,Harrison County Sheriff's Department,"10,471",
"139,893",IN0720100,Scottsburg Police Department,"5,753",
"139,748",VT0040400,Winooski City Treasurer (Police Department),498,
"139,748",VT0060100,ST Albans City Treasurer (Police Department),"3,940",
"139,748",VT0080100,Morristown Town Treasurer (Police Department),"5,744",
"139,748",VT0100100,Newport City Treasurer (Police Department),342,
"139,748",VT0110200,Rutland City Treasurer (Police Department),"3,712",
"139,748",VT0130300,Wilmington Town Treasurer (Police Department),175,
"139,748",VT0140200,Springfield Town Treasurer (Police Department),"2,702",
"139,748",VT0140300,Hartford Town Treasurer (Police Department),"5,744",
"139,679",CA027013A,MONTEREY COUNTY DISTRICT ATTORNEY'S OFFICE,"31,000",
"139,596",AL0120000,Chambers County Sheriff's Department,"2,566",
"139,596",AL0120100,Lafayette Police Department,"2,566",
"139,596",AL0120200,Lanett Police Department,"2,566",
"139,596",AL0120400,Valley Police Department,"2,566",
"139,587",AZ0018900,Navajo Nation Department of Public Safety,"17,054",
"139,566",CA0010000,Alameda County Sheriff's Office,"232,325",
"139,566",CA001013G,Alameda County Probation,"37,925",
"139,566",CA0010600,Hayward Police Department,"17,836",
"139,566",CA0010900,Oakland Police Department,"42,140",
"139,566",CA0011400,East Bay Regional Parks Police Department,"15,782",
"139,566",CA0013300,Oakland Housing Authority Police Department,"37,925",
"139,438",TN0240000,Fayette County Sheriff's Department,"4,078",
"139,438",TN0380000,Haywood County Sheriff's Department,"4,078",
"139,438",TN0490600,25th Judicial District Drug Task Force,"2,175",
"139,438",TN0790200,Germantown Police Department,"4,078",
"139,429",CA045013A,Shasta County District Attorney,"54,481","2,772"
"139,417",VA0920100,Bluefield Police Department,"2,087",
"139,417",VA0920300,Richlands Police Department,303,
"139,417",VA0920400,Tazewell Police Department,"10,000",
"139,417",VA0920500,Cedar Bluff Police Department,"10,000",
"139,396",MAMSP0000,MASS STATE POLICE,,"11,319"
"139,379",KY0568000,"Louisville Metro Police Department, Louisville KY","1,155,581",
"139,367",CA057033A,Yolo County District Attorney's Office,"10,000",
"139,348",GA0750700,Flint Circuit Drug Task Force,"9,108",
"139,337",NY023013A,"Kings County District Attorney, Brooklyn, NY",98,"255,473"
"139,337",NY030043J,"Office of the Special Narcotics, NYC, NY",98,"255,473"
"139,337",NY0330100,Syracuse Police Department,"7,500",
"139,337",NY040013A,"Queens County District Attorney, Kew Gardens, NY",98,"255,473"
"139,337",NY042013A,"Richmond County District Attorney, Staten Island, NY",36,"95,113"
