CERTIFICATIONID,AGENCYNAME,NCIC
"147,652",San Bernardino County Sheriff's Department,CA0360000
"147,645",Greene County Sheriff's Department,TN0300000
"147,645",Greeneville Police Department,TN0300100
"147,645",Hawkins County Sheriff's Department,TN0370000
"147,626",Calhoun County Sheriff's Department,AR0070000
"147,626",Camden Police Department,AR0520100
"147,626",Cleveland County Sheriff's Department,AR0130000
"147,626",Columbia County Sheriff's Department,AR0140000
"147,626",Dallas County Sheriff's Department,AR0200000
"147,626",El Dorado Police Department,AR0700100
"147,626",Fordyce Police Department,AR0200100
"147,626",Hampton Police Department,AR0070000
"147,626",Magnolia Police Department,AR0140100
"147,626",Ouachita County Sheriff's Department,AR0520000
"147,626",Rison Police Department,AR0130000
"147,626",Smackover Police Department,AR0700000
"147,626",Union County Sheriff's Department,AR0700000
"147,624",Cambria Police Department,IL1000500
"147,624",Carterville Police Department,IL1000100
"147,624",Crainville Police Department,ILEQ10010
"147,624",Creal Springs Police Departmetn,IL1000600
"147,624",Illinois State Police,IL0730700
"147,624",Johnston City Police Department,IL1000300
"147,624",Marion Police Department,IL1000400
"147,624",Pittsburg Police Department,IL1001000
"147,624",Williamson County Sheriff's Department,IL1000000
"147,606",Clark County Sheriff's Dept,IL0120000
"147,606",Cumberland County Sheriff's Dept,IL0180000
"147,606",Fayette County Sheriff's Dept,IL0260000
"147,606",Flora Police Dept,IL0130200
"147,583",15th Judicial Circuit State Attorney's Office,FL050015A
"147,583",Boynton Beach Police Department,FL0500300
"147,583",Jupiter Police Department,FL0501700
"147,583",Palm Beach County Sheriff's Office,FL0500000
"147,583",West Palm Beach Police Department,FL0500800
"147,563",Bristol Tennessee Police Department,TN0820100
"147,563",District Attorney General,TN082025A
"147,563",Kingsport Tennessee Police Department,TN0820200
"147,563",Sullivan County Sheriff's Office,TN0820000
"147,558","Allamakee County Sheriff's Dept., 110 Allamakee Street, Waukon Iowa 52172",IA0030000
"147,558","Calmar / Ossian Police Dept., P.O. Box 598 Calmar, Iowa 52132-0598",IA0960200
"147,558","Chickasaw County Sheriffâ??s Office, P.O. Box 427 New Hampton, IA  50659",IA0190000
"147,558","Clayton County Sheriffâ??s Office, P.O. Box 10 St. Olaf, IA 52072",IA0220000
"147,558","Cresco Police Department, 124 South Park Place Cresco, IA 52136",IA0450100
"147,558","Decorah Police Department, P.O. Box 1 Decorah, IA  52101",IA0960100
"147,558","Elkader Police Department, P.O. Box 427 Elkader, IA 52043-0427",IA0220600
"147,558","Fayette County Sheriff's Dept., 220 North Industrial Parkway West Union Ia. 52175",IA0330000
"147,558","Guttenberg Police Department, P.O. Box 580 Guttenberg, IA 52052",IA0220100
"147,558","Howard County Sheriffâ??s Office,124 South Park Place Cresco, IA 52136",IA0450000
"147,558","Marmac Unified Police Dept., P.O. Box 69 Marquette, Ia. 52158-0069",IA0220400
"147,558","Monona Police Dept., 104 East Center Street Monona, Ia. 52159",IA0220200
"147,558","Nashua Police Department, P.O. Box 38 Nashua, IA  50658",IA0190200
"147,558","New Hampton Police Department, 22 South Locust Street New Hampton, IA  50659",IA0190100
"147,558","Postville Police Department, 147 North Lawler Street P.O. Box 242 Postville, IA  52162-0242",IA0030400
"147,558","Task Force Co. Atty. Andrew VanDerMaaten, 212 Winnebago Street Decorah, Iowa 52101",IA096013A
"147,558","Waukon Police Department, 110 Allamakee Street Waukon, IA 52172",IA0030100
"147,558","West Union Police Department, 612 Highway 150 West Union Ia. 52174",IA0330200
"147,558","Winneshiek County Sheriffâ??s Department, 400 Claiborne Drive Decorah, IA  52101",IA0960000
"147,554",Atoka Police Department,TN0840500
"147,554",Fayette County Sheriff Department,TN0240000
"147,554",Munford Police Department,TN0840200
"147,554",Oakland Police Department,TN0240500
"147,554",Ripley Police Department,TN0490100
"147,551",Lumpkin County,GA0930000
"147,551",Towns County,GA1390000
"147,551",Union County,GA1440000
"147,551",White County (Host Agency),GA1540000
"147,516",Habersham County Sheriff's Office,GA0680000
"147,516",Mountain NCIS Team,GAEQ00047
"147,516",Rabun County Sheriff's Office,GA1190000
"147,516",Stephens County Sheriff's Office,GA1270000
"147,465",JT Kite,tn0900400
"147,465",K Huff,tn0900400
"147,465",Mike Adams,tn0900400
"147,465",N Hughes,tn0900400
"147,379",Greene County Sheriff's Department,AL0350000
"147,379",Linden Police Department,AL0480200
"147,379",Marengo County Sheriff's Department,AL0480000
"147,379",York Police Department,AL0600100
"147,374",Freeport Police Department,IL0890100
"147,374",Green County Sheriff's Department,WI0230000
"147,374",Illinois State Police,IL0842500
"147,374",Loves Park Police Department,IL1010200
"147,374",Monroe Police Department,WI0230100
"147,374",Rockford Police Department,IL1010400
"147,330",Bell County Sheriff's Department,tx0140000
"147,330",Belton Police Department,tx0140200
"147,330",Harker Heights Police Department,tx0140300
"147,330",Killeen Police Department,tx0140400
"147,330",Temple Police Department,tx0140700
"147,091",City of Rome Police Department,NY0320100
"147,091",City of Utica Police Department,NY0320200
"147,091",Oneida County District Attorney's Office,NY032013A
"147,091",Oneida County Sheriff's Office,NY0320000
"147,091",Town of Kirkland Police Department,NY0325100
"147,091",Town of New Hartford Police Department,NY0324100
"147,089",Parkersburg Police Department,WV0540100
"147,089",Vienna Police Department,WV0540800
"147,089",West Virginia State Police,WVWSP3300
"147,089",Wood County Sheriff Department,WV0540800
"147,086",FOSTORIA POLICE DEPARTMENT,OH0740100
"147,086",SENECA COUNTY PROSECUTOR'S OFFICE,
"147,086",SENECA COUNTY SHERIFF'S OFFICE,OH0740000
"147,086",TIFFIN POLICE DEPARTMENT,OH0740200
"147,061",Marshall County Sheriffs Office,WV0260000
"147,061",Moundsville Police Department,WV0260500
"147,061",WV State Police,WVWSP8600
"146,988",Carmi Police Department,IL0970000
"146,988",Franklin County Sheriff's Department,IL0280000
"146,988",Hamilton County Sheriff's Department,IL0330000
"146,988",McLeansboro Police Department,IL0330100
"146,988",Metropolis Police Department,IL0640300
"146,988",Saline County Sheriff's Department,IL0830000
"146,988",West City Police Department,IL0280900
"146,988",White County Sheriff's Department,IL0970000
"146,735",Mt. Vernon PD,NY0590300
"146,735",New Rochelle PD,NY0590400
"146,735",Port Chester PD,NY0590600
"146,735",Westchester County Police,NYEQ00093
"146,735",White Plains PD,NY0590200
"146,735",Yonkers PD,NY0590700
"146,724",Carmel Police Department,IN0290100
"146,724",Hamilton County Sheriff's Department,IN0290000
"146,724",Hancock County Sheriff's Department,IN0300000
"146,724",Indianapolis Metropolitan Police Department,IN0494900
"146,724",Lawrence Police Department,IN0490200
"146,716",Burlington Police Department,IA0290100
"146,716",Des Moines County Sheriff's Office,IA0290000
"146,716",West Burlington Police Department,IA0290200
"146,711",Burlington Police Department,IA0290100
"146,711",Des Moines County Sheriff's Office,IA0290000
"146,711",West Burlington Police Department,IA0290200
"146,598",Bay Village Police Dept.,OH0180100
"146,598",Fairview Park Police Dept.,OH0181900
"146,598",Lakewood Police Dept.,OH0182600
"146,598",North Olmsted Police Dept.,OH0183400
"146,598",Rocky River Police Dept.,OH0184600
"146,598",Westlake Police Dept.,OH0185700
"146,489",CITY OF BEDFORD,OH0182018
"146,489",CITY OF BEDFORD HEIGHTS,OH0180400
"146,489",CITY OF GARFIELD HEIGHTS,OH0182000
"146,489",CITY OF MAPLE HEIGHTS,OH0182802
"146,489",CITY OF SOLON,OH0184900
"146,489",VILLAGE OF OAKWOOD,OH0183700
"146,489",VILLAGE OF WALTON HILLS,OH0185400
"146,467",Grant County Sheriff,IN0270000
"146,467",Marion Police Department,IN0270200
"146,302",Auglaize County Sheriff's Office,OH0060000
"146,302",Buckland Police Dept,OH0000300
"146,302",Celina Police Dept,OH0000100
"146,302",Coldwater Police Dept,OH0000400
"146,302",Cridersville Police Dept,OH0000400
"146,302",Mercer County Sheriff's Office,OH0540000
"146,302",Minster Police Dept,OH0000500
"146,302",New Bremen P{olice Dept,OH0000600
"146,302",Rockford Police Dept,OH0000800
"146,302",St Henry Police Dept,OH0000900
"146,302",St Marys Police Dept,OH0000100
"146,302",Uniopolis Police Dept,OH0000800
"146,302",Wapakoneta Police Dept,OH0000200
"146,302",Waynesfied Police Dept,OH0000900
"146,298",Greene County Sheriff's Department,TN0300000
"146,298",Greeneville Police Department,TN0300100
"146,298",Hawkins County Sheriff's Department,TN0370000
"146,298",Morristown Police Department,TN0320100
"146,297",Greene County Sheriff's Department,TN0300000
"146,297",Greeneville Police Department,TN0300100
"146,297",Hawkins County Sheriff's Department,TN0370000
"146,297",Morristown Police Department,TN0320100
"146,192",Clarke County Sheriff Office,AL0160000
"146,192",Larry Hicks,AL0160000
"146,192",Michael Hunt,AL0160000
"146,192",TJ Bohannon,AL0160000
"146,130",Vigo County Drug Task Force,IN0840101
"146,130",Vigo County Drug Task Force,IN0840101
"146,083",City of Marinette Police Department,WI0380100
"146,083",Marinette County Sheriff Department,WI0380000
"145,984",La Paz County Sheriff's Office,AZ0150000
"145,984",United States Border Patrol - Blythe,CACBP2000
"145,979",La Paz County Sheriff's Office,AZ0150400
"145,979",Parker Police Deparment,AZ0150100
"145,979",Quartzsite Police Department,AZ0150300
"145,978",La Paz County Sheriff's Office,AZ0150400
"145,978",Parker Police Department,AZ0150100
"145,978",Quartzsite Police Department,AZ0150300
"145,974",La Paz County Sheriff's Office,AZ0150400
"145,974",Parker Police Department,AZ0150100
"145,974",Quartzsite Police Department,AZ0150300
"145,971",Arizona Department of Public Safety,
"145,971",La Paz County Sheriff's Department,
"145,971",La Paz County Sheriff's Department,
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",La Paz County Sheriff's Office,AZ0150400
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Deparment,AZ0150100
"145,971",Parker Police Department,
"145,971",Parker Police Department,AZ0150100
"145,971",Parker Police Department,AZ0150100
"145,971",Parker Police Department,
"145,971",Parker Police Department,
"145,971",Parker Police Department,AZ0150100
"145,971",Parker Police Department,AZ0150100
"145,971",Quartzsite Police Department,
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,AZ0150300
"145,971",Quartzsite Police Department,
"145,805",Clay County Drug Task Force,MO0242000
"145,805",Clay County Investigative Squad,
"145,771",Milwaukee County District Attorney's Office,WI041013A
"145,771",Milwaukee Police Department,WIMPD0000
"145,771",South Milwaukee Police Department,WI0411400
"145,771",West Allis Police Department,WI0411600
"145,764",AP&P Brigham City,UT0020150
"145,764",Box Elder Sheriff's Office,UT0020000
"145,764",Brigham Police Department,UT0020100
"145,764",Mantua Police Department,UT0020700
"145,764",Perry Police Department,UT0021200
"145,764",Tremonton Police Department,UT0020200
"145,764",Willard Police Department,UT0020800
"145,610",Butler County Sheriff Office,AL0100003
"145,610",Crenshaw County Sheriff Office,AL0240000
"145,610",Greenville Police Department,AL0100100
"145,601",CITY OF AURORA POLICE DEPARTMENT,OH0670100
"145,601",CITY OF KENT POLICE DEPARTMENT,OH0670300
"145,601",CITY OF RAVENNA POLICE DEPARTMENT,OH0670500
"145,601",CITY OF STREETSBORO POLICE DEPARTMENT,OH0671200
"145,601",PORTAGE COUNTY PROSECUTOR'S OFFICE,OH067013A
"145,601",PORTAGE COUNTY SHERIFF'S OFFICE,OHEQ00275
"145,601",VILLAGE OF GARRETTSVILLE POLICE DEPARTMENT,OH0670200
"145,601",VILLAGE OF WINDHAM POLICE DEPARTMENT,OH0670600
"145,588",Auburn Police Department,
"145,588",Lincoln Police Department,
"145,588",Placer County District Attorney's Office,
"145,588",Placer County Probation Office,
"145,588",Placer County Sheriff's Office,
"145,588",Rocklin Police Department,
"145,588",Roseville Police Department,
"145,567",TOWN OF MACEDON POLICE,NY0583000
"145,567",VILLAGE OF CLYDE POLICE,NY0582200
"145,567",VILLAGE OF LYONS POLICE,NY0582300
"145,567",VILLAGE OF NEWARK POLICE,NY0582000
"145,567",VILLAGE OF PALMYRA,NY0582500
"145,567",VILLAGE OF SODUS POINT POLICE,NY0582900
"145,567",VILLAGE OF SODUS POLICE,NY0582800
"145,567",VILLAGE OF WOLCOTT POLICE,NY0582100
"145,567",WAYNE COUNTY DISTRICT ATTORNEY,NY058013A
"145,567",WAYNE COUNTY OFFICE OF THE SHERIFF,NY0580000
"145,532",Clarkstown Police Department,NY0435000
"145,532",Haverstraw Town Police Department,NY0435100
"145,532",Orangetown Police Department,NY0435200
"145,532",Ramapo Police Department,NY0435300
"145,532",Rockland County District Attorney's Office,NY043013A
"145,532",Rockland County Sheriff's Department,NY0430001
"145,532",Suffern Police Department,NY0432900
"145,519",Bartow County Sheriff's Office,GA0080000
"145,519",Cartersville Police Department,GA0080100
"145,508",GERMANTOWN POLICE DEPT,WI0670100
"145,508",HARTFORD POLICE DEPT,WI0670200
"145,508",JACKSON POLICE DEPT,WI0670700
"145,508",KEWASKUM POLICE DEPT,WI0670300
"145,508",SLINGER POLICE DEPT,WI0670500
"145,508",WEST BEND POLICE DEPT,WI0670400
"145,447",CARBONDALE POLICE DEPARTMENT,CO0230400
"145,447",GARFIELD COUNTY SHERIFF'S OFFICE,CO0230000
"145,447",GLENWOOD SPRINGS POLICE DEPARTMENT,CO0230100
"145,447",RIFLE POLICE DEPARTMENT,CO0230300
"145,447",SILT POLICE DEPARTMENT,CO0230500
"145,447",VAIL POLICE DEPARTMENT,CO0190900
"145,439",Kankakee County Major Crimes Task Force,IL0462000
"145,439",Manteno Police Department,IL0460500
